j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.0976078,0.0866183,-1.02705e-15
1,-2.93891,0.0881786,0.0846134,0.0188279
2,-2.73623,0.0696899,0.0789861,0.0348266
3,-2.53354,0.0649432,0.0704959,0.0484705
4,-2.33086,0.0460966,0.0593378,0.0597235
5,-2.12818,0.0457099,0.046286,0.0690273
6,-1.92549,0.0444093,0.0313564,0.0781601
7,-1.72281,0.0235513,0.0146024,0.0850474
8,-1.52013,0.00286024,-0.00311901,0.087724
9,-1.31744,-0.0179602,-0.020958,0.0861937
10,-1.11476,-0.0375443,-0.0380591,0.0805688
11,-0.912075,-0.0566255,-0.0536179,0.0710255
12,-0.709392,-0.0924316,-0.0668504,0.0559198
13,-0.506708,-0.0453817,-0.0762859,0.0419535
14,-0.304025,-0.0822061,-0.083857,0.0290236
15,-0.101342,-0.102093,-0.0880511,0.0103463
16,0.101342,-0.102093,-0.0880511,-0.0103463
17,0.304025,-0.0822061,-0.083857,-0.0290236
18,0.506708,-0.0453817,-0.0762859,-0.0419535
19,0.709392,-0.0924316,-0.0668504,-0.0559198
20,0.912075,-0.0566255,-0.0536179,-0.0710255
21,1.11476,-0.0375443,-0.0380591,-0.0805688
22,1.31744,-0.0179602,-0.020958,-0.0861937
23,1.52013,0.00286024,-0.00311901,-0.087724
24,1.72281,0.0235513,0.0146024,-0.0850474
25,1.92549,0.0444093,0.0313564,-0.0781601
26,2.12818,0.0457099,0.046286,-0.0690273
27,2.33086,0.0460966,0.0593378,-0.0597235
28,2.53354,0.0649432,0.0704959,-0.0484705
29,2.73623,0.0696899,0.0789861,-0.0348266
30,2.93891,0.0881786,0.0846134,-0.0188279
31,3.14159,0.0976078,0.0866183,-1.02705e-15
