j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.113525,-0.120643,1.19823e-15
1,-2.93891,-0.110931,-0.118312,-0.0227468
2,-2.73623,-0.132699,-0.111423,-0.0474366
3,-2.53354,-0.143026,-0.0990823,-0.0753791
4,-2.33086,-0.0402073,-0.0808665,-0.0939482
5,-2.12818,-0.0460447,-0.0609988,-0.102689
6,-1.92549,-0.0415229,-0.0392397,-0.111563
7,-1.72281,-0.0136016,-0.0157747,-0.11715
8,-1.52013,0.0138784,0.00824898,-0.117122
9,-1.31744,0.0398444,0.0317025,-0.111677
10,-1.11476,0.0616505,0.0535193,-0.101392
11,-0.912075,0.0563022,0.0728034,-0.0894382
12,-0.709392,0.0881926,0.0897746,-0.0747949
13,-0.506708,0.105594,0.103123,-0.0551562
14,-0.304025,0.101059,0.112133,-0.0342137
15,-0.101342,0.118274,0.116992,-0.0119861
16,0.101342,0.118274,0.116992,0.0119861
17,0.304025,0.101059,0.112133,0.0342137
18,0.506708,0.105594,0.103123,0.0551562
19,0.709392,0.0881926,0.0897746,0.0747949
20,0.912075,0.0563022,0.0728034,0.0894382
21,1.11476,0.0616505,0.0535193,0.101392
22,1.31744,0.0398444,0.0317025,0.111677
23,1.52013,0.0138784,0.00824898,0.117122
24,1.72281,-0.0136016,-0.0157747,0.11715
25,1.92549,-0.0415229,-0.0392397,0.111563
26,2.12818,-0.0460447,-0.0609988,0.102689
27,2.33086,-0.0402073,-0.0808665,0.0939482
28,2.53354,-0.143026,-0.0990823,0.0753791
29,2.73623,-0.132699,-0.111423,0.0474366
30,2.93891,-0.110931,-0.118312,0.0227468
31,3.14159,-0.113525,-0.120643,1.19823e-15
