j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.117593,-0.14099,-1.23246e-15
1,-2.93891,-0.121732,-0.138575,-0.0242535
2,-2.73623,-0.187126,-0.131158,-0.0555537
3,-2.53354,-0.153904,-0.116055,-0.0901142
4,-2.33086,-0.0536592,-0.094629,-0.111149
5,-2.12818,-0.0475176,-0.0709988,-0.121402
6,-1.92549,-0.0407896,-0.0454165,-0.130352
7,-1.72281,-0.013679,-0.0181585,-0.135872
8,-1.52013,0.014513,0.00966136,-0.135787
9,-1.31744,0.0416409,0.0368851,-0.130096
10,-1.11476,0.0645616,0.0623981,-0.119334
11,-0.912075,0.0667073,0.0852589,-0.106031
12,-0.709392,0.110481,0.105379,-0.0880741
13,-0.506708,0.132522,0.120961,-0.0634477
14,-0.304025,0.11913,0.131099,-0.0379449
15,-0.101342,0.127647,0.136343,-0.012936
16,0.101342,0.127647,0.136343,0.012936
17,0.304025,0.11913,0.131099,0.0379449
18,0.506708,0.132522,0.120961,0.0634477
19,0.709392,0.110481,0.105379,0.0880741
20,0.912075,0.0667073,0.0852589,0.106031
21,1.11476,0.0645616,0.0623981,0.119334
22,1.31744,0.0416409,0.0368851,0.130096
23,1.52013,0.014513,0.00966136,0.135787
24,1.72281,-0.013679,-0.0181585,0.135872
25,1.92549,-0.0407896,-0.0454165,0.130352
26,2.12818,-0.0475176,-0.0709988,0.121402
27,2.33086,-0.0536592,-0.094629,0.111149
28,2.53354,-0.153904,-0.116055,0.0901142
29,2.73623,-0.187126,-0.131158,0.0555537
30,2.93891,-0.121732,-0.138575,0.0242535
31,3.14159,-0.117593,-0.14099,-1.23246e-15
