j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.00211457,0.000800798,1.52507e-15
1,-2.93891,0.00189902,0.000757364,0.000406744
2,-2.73623,0.00167369,0.000635917,0.00076881
3,-2.53354,0.0026776,0.000445714,0.00120978
4,-2.33086,0.00295153,0.000145514,0.00178024
5,-2.12818,0.000542083,-0.000275937,0.00213429
6,-1.92549,-0.00183547,-0.000719657,0.00200322
7,-1.72281,-0.00595556,-0.00108798,0.00121366
8,-1.52013,-0.00992064,-0.00121164,-0.000395259
9,-1.31744,-0.00339708,-0.00092775,-0.0017449
10,-1.11476,-0.000522276,-0.000504311,-0.00214209
11,-0.912075,0.00166804,-5.94168e-05,-0.00202598
12,-0.709392,0.00342231,0.000316954,-0.00151012
13,-0.506708,0.00210224,0.000552734,-0.000950249
14,-0.304025,0.00147622,0.000702153,-0.000587602
15,-0.101342,0.002161,0.000790928,-0.000219
16,0.101342,0.002161,0.000790928,0.000219
17,0.304025,0.00147622,0.000702153,0.000587602
18,0.506708,0.00210224,0.000552734,0.000950249
19,0.709392,0.00342231,0.000316954,0.00151012
20,0.912075,0.00166804,-5.94168e-05,0.00202598
21,1.11476,-0.000522276,-0.000504311,0.00214209
22,1.31744,-0.00339708,-0.00092775,0.0017449
23,1.52013,-0.00992064,-0.00121164,0.000395259
24,1.72281,-0.00595556,-0.00108798,-0.00121366
25,1.92549,-0.00183547,-0.000719657,-0.00200322
26,2.12818,0.000542083,-0.000275937,-0.00213429
27,2.33086,0.00295153,0.000145514,-0.00178024
28,2.53354,0.0026776,0.000445714,-0.00120978
29,2.73623,0.00167369,0.000635917,-0.00076881
30,2.93891,0.00189902,0.000757364,-0.000406744
31,3.14159,0.00211457,0.000800798,1.52507e-15
