j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.090782,-0.0728312,6.84703e-17
1,-2.93891,-0.0786735,-0.0709665,-0.0171729
2,-2.73623,-0.0700001,-0.0658699,-0.0322397
3,-2.53354,-0.0212448,-0.0578976,-0.0414867
4,-2.33086,-0.0571776,-0.0490526,-0.0494341
5,-2.12818,-0.0444025,-0.0378587,-0.0597284
6,-1.92549,-0.0368415,-0.0248407,-0.0679618
7,-1.72281,-0.0112202,-0.0103092,-0.0728325
8,-1.52013,0.0109729,0.00468322,-0.0728576
9,-1.31744,0.0311793,0.0192248,-0.0685858
10,-1.11476,0.0486208,0.0324856,-0.0604987
11,-0.912075,0.0316993,0.043749,-0.0523589
12,-0.709392,0.0445956,0.0537102,-0.0446271
13,-0.506708,0.0528311,0.0618393,-0.0347537
14,-0.304025,0.058926,0.0677982,-0.023428
15,-0.101342,0.0861262,0.0713363,-0.00872818
16,0.101342,0.0861262,0.0713363,0.00872818
17,0.304025,0.058926,0.0677982,0.023428
18,0.506708,0.0528311,0.0618393,0.0347537
19,0.709392,0.0445956,0.0537102,0.0446271
20,0.912075,0.0316993,0.043749,0.0523589
21,1.11476,0.0486208,0.0324856,0.0604987
22,1.31744,0.0311793,0.0192248,0.0685858
23,1.52013,0.0109729,0.00468322,0.0728576
24,1.72281,-0.0112202,-0.0103092,0.0728325
25,1.92549,-0.0368415,-0.0248407,0.0679618
26,2.12818,-0.0444025,-0.0378587,0.0597284
27,2.33086,-0.0571776,-0.0490526,0.0494341
28,2.53354,-0.0212448,-0.0578976,0.0414867
29,2.73623,-0.0700001,-0.0658699,0.0322397
30,2.93891,-0.0786735,-0.0709665,0.0171729
31,3.14159,-0.090782,-0.0728312,6.84703e-17
