j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.0277211,0.0129985,-1.21107e-15
1,-2.93891,0.0413702,0.0124291,0.00700183
2,-2.73623,-0.00284612,0.0101602,0.0109059
3,-2.53354,-0.00176639,0.00800816,0.0104385
4,-2.33086,-0.0180587,0.00592874,0.00842938
5,-2.12818,-0.0076648,0.00459117,0.00582252
6,-1.92549,0.030832,0.00356848,0.00817032
7,-1.72281,0.0235085,0.00127919,0.0136773
8,-1.52013,-0.0125907,-0.00197584,0.0147837
9,-1.31744,-0.0499292,-0.00471363,0.00844784
10,-1.11476,-0.0163094,-0.00540031,0.0017351
11,-0.912075,-0.00184824,-0.00541699,-0.000105025
12,-0.709392,0.0538797,-0.00535774,0.00516793
13,-0.506708,0.0191377,-0.00751189,0.0125676
14,-0.304025,-0.0220849,-0.0104522,0.0122689
15,-0.101342,-0.0494901,-0.0124853,0.00501541
16,0.101342,-0.0494901,-0.0124853,-0.00501541
17,0.304025,-0.0220849,-0.0104522,-0.0122689
18,0.506708,0.0191377,-0.00751189,-0.0125676
19,0.709392,0.0538797,-0.00535774,-0.00516793
20,0.912075,-0.00184824,-0.00541699,0.000105025
21,1.11476,-0.0163094,-0.00540031,-0.0017351
22,1.31744,-0.0499292,-0.00471363,-0.00844784
23,1.52013,-0.0125907,-0.00197584,-0.0147837
24,1.72281,0.0235085,0.00127919,-0.0136773
25,1.92549,0.030832,0.00356848,-0.00817032
26,2.12818,-0.0076648,0.00459117,-0.00582252
27,2.33086,-0.0180587,0.00592874,-0.00842938
28,2.53354,-0.00176639,0.00800816,-0.0104385
29,2.73623,-0.00284612,0.0101602,-0.0109059
30,2.93891,0.0413702,0.0124291,-0.00700183
31,3.14159,0.0277211,0.0129985,-1.21107e-15
