j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.076478,-0.120729,-1.57482e-15
1,-2.93891,-0.0908153,-0.119158,-0.0169538
2,-2.73623,-0.14698,-0.113856,-0.0410524
3,-2.53354,-0.191264,-0.102517,-0.0753306
4,-2.33086,-0.0535684,-0.0833197,-0.100142
5,-2.12818,-0.0301491,-0.0619222,-0.108626
6,-1.92549,-0.0233344,-0.0392862,-0.114047
7,-1.72281,-0.00730725,-0.0156916,-0.117152
8,-1.52013,0.0107129,0.00820324,-0.116807
9,-1.31744,0.0286548,0.031658,-0.112817
10,-1.11476,0.0445347,0.0539355,-0.1054
11,-0.912075,0.056458,0.0743836,-0.0951651
12,-0.709392,0.114011,0.0925123,-0.0778895
13,-0.506708,0.135836,0.105957,-0.0525696
14,-0.304025,0.101732,0.113822,-0.028494
15,-0.101342,0.0897179,0.117508,-0.00909217
16,0.101342,0.0897179,0.117508,0.00909217
17,0.304025,0.101732,0.113822,0.028494
18,0.506708,0.135836,0.105957,0.0525696
19,0.709392,0.114011,0.0925123,0.0778895
20,0.912075,0.056458,0.0743836,0.0951651
21,1.11476,0.0445347,0.0539355,0.1054
22,1.31744,0.0286548,0.031658,0.112817
23,1.52013,0.0107129,0.00820324,0.116807
24,1.72281,-0.00730725,-0.0156916,0.117152
25,1.92549,-0.0233344,-0.0392862,0.114047
26,2.12818,-0.0301491,-0.0619222,0.108626
27,2.33086,-0.0535684,-0.0833197,0.100142
28,2.53354,-0.191264,-0.102517,0.0753306
29,2.73623,-0.14698,-0.113856,0.0410524
30,2.93891,-0.0908153,-0.119158,0.0169538
31,3.14159,-0.076478,-0.120729,-1.57482e-15
