j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.0945873,-0.0798242,-1.2667e-15
1,-2.93891,-0.0836503,-0.0778813,-0.0180629
2,-2.73623,-0.0770192,-0.0725021,-0.0343454
3,-2.53354,-0.035961,-0.0639589,-0.045795
4,-2.33086,-0.0654942,-0.0539383,-0.0560767
5,-2.12818,-0.0385062,-0.0412272,-0.0666162
6,-1.92549,-0.0377511,-0.0269343,-0.0743443
7,-1.72281,-0.0116388,-0.0110905,-0.0793495
8,-1.52013,0.0114651,0.00523136,-0.0793671
9,-1.31744,0.032627,0.0210823,-0.0748988
10,-1.11476,0.0507499,0.0355928,-0.0664492
11,-0.912075,0.0353104,0.0480186,-0.0577277
12,-0.709392,0.050691,0.0589937,-0.0490122
13,-0.506708,0.0602061,0.0678865,-0.0377737
14,-0.304025,0.0650819,0.0743059,-0.0250768
15,-0.101342,0.0911831,0.0780518,-0.00924065
16,0.101342,0.0911831,0.0780518,0.00924065
17,0.304025,0.0650819,0.0743059,0.0250768
18,0.506708,0.0602061,0.0678865,0.0377737
19,0.709392,0.050691,0.0589937,0.0490122
20,0.912075,0.0353104,0.0480186,0.0577277
21,1.11476,0.0507499,0.0355928,0.0664492
22,1.31744,0.032627,0.0210823,0.0748988
23,1.52013,0.0114651,0.00523136,0.0793671
24,1.72281,-0.0116388,-0.0110905,0.0793495
25,1.92549,-0.0377511,-0.0269343,0.0743443
26,2.12818,-0.0385062,-0.0412272,0.0666162
27,2.33086,-0.0654942,-0.0539383,0.0560767
28,2.53354,-0.035961,-0.0639589,0.045795
29,2.73623,-0.0770192,-0.0725021,0.0343454
30,2.93891,-0.0836503,-0.0778813,0.0180629
31,3.14159,-0.0945873,-0.0798242,-1.2667e-15
