j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.0900922,-0.132801,1.36941e-15
1,-2.93891,-0.103266,-0.130951,-0.0195953
2,-2.73623,-0.174898,-0.124858,-0.0477849
3,-2.53354,-0.183357,-0.11158,-0.0840911
4,-2.33086,-0.0575775,-0.0907701,-0.108508
5,-2.12818,-0.0358479,-0.0675947,-0.117976
6,-1.92549,-0.0283635,-0.0429466,-0.124483
7,-1.72281,-0.0091988,-0.0171334,-0.12829
8,-1.52013,0.0120552,0.00905771,-0.128
9,-1.31744,0.0330646,0.0347536,-0.123428
10,-1.11476,0.0514166,0.0590912,-0.114866
11,-0.912075,0.0625885,0.0813165,-0.103313
12,-0.709392,0.119526,0.100971,-0.0848569
13,-0.506708,0.142794,0.115715,-0.058273
14,-0.304025,0.112282,0.124593,-0.0324232
15,-0.101342,0.103829,0.128858,-0.0105222
16,0.101342,0.103829,0.128858,0.0105222
17,0.304025,0.112282,0.124593,0.0324232
18,0.506708,0.142794,0.115715,0.058273
19,0.709392,0.119526,0.100971,0.0848569
20,0.912075,0.0625885,0.0813165,0.103313
21,1.11476,0.0514166,0.0590912,0.114866
22,1.31744,0.0330646,0.0347536,0.123428
23,1.52013,0.0120552,0.00905771,0.128
24,1.72281,-0.0091988,-0.0171334,0.12829
25,1.92549,-0.0283635,-0.0429466,0.124483
26,2.12818,-0.0358479,-0.0675947,0.117976
27,2.33086,-0.0575775,-0.0907701,0.108508
28,2.53354,-0.183357,-0.11158,0.0840911
29,2.73623,-0.174898,-0.124858,0.0477849
30,2.93891,-0.103266,-0.130951,0.0195953
31,3.14159,-0.0900922,-0.132801,1.36941e-15
