j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.000736925,-0.000357321,1.00472e-15
1,-2.93891,-0.000855204,-0.000342184,-0.000161349
2,-2.73623,-0.000692742,-0.000291915,-0.00031822
3,-2.53354,-0.00039619,-0.000213188,-0.000428575
4,-2.33086,-0.0018198,-0.000118185,-0.000653147
5,-2.12818,-0.0026073,5.15762e-05,-0.0011018
6,-1.92549,0.000360592,0.000328447,-0.00132948
7,-1.72281,0.00406423,0.000590504,-0.000881064
8,-1.52013,0.0075178,0.000685601,0.000292679
9,-1.31744,0.00172321,0.000471862,0.00122918
10,-1.11476,-0.00105356,0.000187333,0.00129704
11,-0.912075,-0.0029953,-5.3916e-05,0.000886725
12,-0.709392,-0.00095847,-0.000172116,0.000486043
13,-0.506708,-0.000155931,-0.000250942,0.000373108
14,-0.304025,-0.00103439,-0.000323362,0.000252479
15,-0.101342,-0.000728488,-0.000353288,7.38262e-05
16,0.101342,-0.000728488,-0.000353288,-7.38262e-05
17,0.304025,-0.00103439,-0.000323362,-0.000252479
18,0.506708,-0.000155931,-0.000250942,-0.000373108
19,0.709392,-0.00095847,-0.000172116,-0.000486043
20,0.912075,-0.0029953,-5.3916e-05,-0.000886725
21,1.11476,-0.00105356,0.000187333,-0.00129704
22,1.31744,0.00172321,0.000471862,-0.00122918
23,1.52013,0.0075178,0.000685601,-0.000292679
24,1.72281,0.00406423,0.000590504,0.000881064
25,1.92549,0.000360592,0.000328447,0.00132948
26,2.12818,-0.0026073,5.15762e-05,0.0011018
27,2.33086,-0.0018198,-0.000118185,0.000653147
28,2.53354,-0.00039619,-0.000213188,0.000428575
29,2.73623,-0.000692742,-0.000291915,0.00031822
30,2.93891,-0.000855204,-0.000342184,0.000161349
31,3.14159,-0.000736925,-0.000357321,1.00472e-15
