j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.0770585,-0.128415,-9.58584e-16
1,-2.93891,-0.0711878,-0.126832,-0.0150235
2,-2.73623,-0.145822,-0.122325,-0.0370157
3,-2.53354,-0.274881,-0.111827,-0.0796504
4,-2.33086,-0.0560745,-0.0900369,-0.11319
5,-2.12818,-0.00823996,-0.0659434,-0.119708
6,-1.92549,-0.0160547,-0.0415113,-0.12217
7,-1.72281,-0.00114846,-0.0164198,-0.123913
8,-1.52013,0.00984501,0.00871898,-0.123032
9,-1.31744,0.0183169,0.0334533,-0.120178
10,-1.11476,0.0325152,0.0574351,-0.115027
11,-0.912075,0.0532599,0.0800812,-0.106334
12,-0.709392,0.16348,0.100539,-0.0843691
13,-0.506708,0.155572,0.114282,-0.0520358
14,-0.304025,0.111071,0.121633,-0.0250138
15,-0.101342,0.0678775,0.124421,-0.00687882
16,0.101342,0.0678775,0.124421,0.00687882
17,0.304025,0.111071,0.121633,0.0250138
18,0.506708,0.155572,0.114282,0.0520358
19,0.709392,0.16348,0.100539,0.0843691
20,0.912075,0.0532599,0.0800812,0.106334
21,1.11476,0.0325152,0.0574351,0.115027
22,1.31744,0.0183169,0.0334533,0.120178
23,1.52013,0.00984501,0.00871898,0.123032
24,1.72281,-0.00114846,-0.0164198,0.123913
25,1.92549,-0.0160547,-0.0415113,0.12217
26,2.12818,-0.00823996,-0.0659434,0.119708
27,2.33086,-0.0560745,-0.0900369,0.11319
28,2.53354,-0.274881,-0.111827,0.0796504
29,2.73623,-0.145822,-0.122325,0.0370157
30,2.93891,-0.0711878,-0.126832,0.0150235
31,3.14159,-0.0770585,-0.128415,-9.58584e-16
