j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.0963954,-0.083236,-3.76587e-16
1,-2.93891,-0.0860475,-0.081256,-0.0184891
2,-2.73623,-0.0804523,-0.0757412,-0.0353624
3,-2.53354,-0.0468391,-0.0669213,-0.0482624
4,-2.33086,-0.0622531,-0.0561772,-0.059318
5,-2.12818,-0.0392473,-0.0428757,-0.0696042
6,-1.92549,-0.0381733,-0.027962,-0.0774501
7,-1.72281,-0.0118367,-0.01148,-0.0825182
8,-1.52013,0.0116976,0.00548815,-0.0825323
9,-1.31744,0.033314,0.0219758,-0.0779707
10,-1.11476,0.051766,0.0370949,-0.0693486
11,-0.912075,0.0370674,0.0500874,-0.0603461
12,-0.709392,0.0536831,0.0615572,-0.0511493
13,-0.506708,0.0638265,0.0708216,-0.0392406
14,-0.304025,0.0680794,0.077464,-0.0258731
15,-0.101342,0.0936129,0.0813097,-0.00948689
16,0.101342,0.0936129,0.0813097,0.00948689
17,0.304025,0.0680794,0.077464,0.0258731
18,0.506708,0.0638265,0.0708216,0.0392406
19,0.709392,0.0536831,0.0615572,0.0511493
20,0.912075,0.0370674,0.0500874,0.0603461
21,1.11476,0.051766,0.0370949,0.0693486
22,1.31744,0.033314,0.0219758,0.0779707
23,1.52013,0.0116976,0.00548815,0.0825323
24,1.72281,-0.0118367,-0.01148,0.0825182
25,1.92549,-0.0381733,-0.027962,0.0774501
26,2.12818,-0.0392473,-0.0428757,0.0696042
27,2.33086,-0.0622531,-0.0561772,0.059318
28,2.53354,-0.0468391,-0.0669213,0.0482624
29,2.73623,-0.0804523,-0.0757412,0.0353624
30,2.93891,-0.0860475,-0.081256,0.0184891
31,3.14159,-0.0963954,-0.083236,-3.76587e-16
