j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.0868189,0.139489,-1.09552e-15
1,-2.93891,0.118362,0.137706,0.0207933
2,-2.73623,0.135066,0.13106,0.0464762
3,-2.53354,0.173411,0.118866,0.0777378
4,-2.33086,0.106201,0.0995478,0.106074
5,-2.12818,0.0411151,0.075867,0.121003
6,-1.92549,0.0407763,0.0504971,0.129302
7,-1.72281,0.0277163,0.0234521,0.136244
8,-1.52013,0.00585009,-0.00473152,0.139645
9,-1.31744,-0.0256106,-0.0331554,0.137643
10,-1.11476,-0.0483545,-0.0605273,0.130147
11,-0.912075,-0.0403244,-0.0859127,0.12116
12,-0.709392,-0.0871191,-0.109642,0.108245
13,-0.506708,-0.233899,-0.129791,0.0757122
14,-0.304025,-0.141069,-0.140333,0.0377124
15,-0.101342,-0.115531,-0.145079,0.0117081
16,0.101342,-0.115531,-0.145079,-0.0117081
17,0.304025,-0.141069,-0.140333,-0.0377124
18,0.506708,-0.233899,-0.129791,-0.0757122
19,0.709392,-0.0871191,-0.109642,-0.108245
20,0.912075,-0.0403244,-0.0859127,-0.12116
21,1.11476,-0.0483545,-0.0605273,-0.130147
22,1.31744,-0.0256106,-0.0331554,-0.137643
23,1.52013,0.00585009,-0.00473152,-0.139645
24,1.72281,0.0277163,0.0234521,-0.136244
25,1.92549,0.0407763,0.0504971,-0.129302
26,2.12818,0.0411151,0.075867,-0.121003
27,2.33086,0.106201,0.0995478,-0.106074
28,2.53354,0.173411,0.118866,-0.0777378
29,2.73623,0.135066,0.13106,-0.0464762
30,2.93891,0.118362,0.137706,-0.0207933
31,3.14159,0.0868189,0.139489,-1.09552e-15
