j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.141385,-0.146625,-0
1,-2.93891,-0.137165,-0.143721,-0.0282288
2,-2.73623,-0.183668,-0.135182,-0.0607425
3,-2.53354,-0.119911,-0.119098,-0.0915077
4,-2.33086,-0.0791366,-0.0980875,-0.111679
5,-2.12818,-0.060935,-0.0738264,-0.125875
6,-1.92549,-0.037297,-0.0470621,-0.13583
7,-1.72281,-0.0116486,-0.0187656,-0.14079
8,-1.52013,0.0143508,0.0100094,-0.140516
9,-1.31744,0.0404267,0.0381949,-0.134965
10,-1.11476,0.0652626,0.0647196,-0.124254
11,-0.912075,0.0874413,0.0885633,-0.108779
12,-0.709392,0.106101,0.108815,-0.0891648
13,-0.506708,0.120639,0.124708,-0.0661865
14,-0.304025,0.130589,0.135645,-0.0407265
15,-0.101342,0.135642,0.141217,-0.0137462
16,0.101342,0.135642,0.141217,0.0137462
17,0.304025,0.130589,0.135645,0.0407265
18,0.506708,0.120639,0.124708,0.0661865
19,0.709392,0.106101,0.108815,0.0891648
20,0.912075,0.0874413,0.0885633,0.108779
21,1.11476,0.0652626,0.0647196,0.124254
22,1.31744,0.0404267,0.0381949,0.134965
23,1.52013,0.0143508,0.0100094,0.140516
24,1.72281,-0.0116486,-0.0187656,0.14079
25,1.92549,-0.037297,-0.0470621,0.13583
26,2.12818,-0.060935,-0.0738264,0.125875
27,2.33086,-0.0791366,-0.0980875,0.111679
28,2.53354,-0.119911,-0.119098,0.0915077
29,2.73623,-0.183668,-0.135182,0.0607425
30,2.93891,-0.137165,-0.143721,0.0282288
31,3.14159,-0.141385,-0.146625,-0
