j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.0788922,-0.130241,1.8487e-15
1,-2.93891,-0.0729913,-0.128621,-0.0153921
2,-2.73623,-0.147754,-0.124002,-0.0377628
3,-2.53354,-0.279555,-0.113313,-0.081067
4,-2.33086,-0.0534703,-0.0911398,-0.114816
5,-2.12818,-0.00861762,-0.0667702,-0.121108
6,-1.92549,-0.0168921,-0.0420465,-0.123694
7,-1.72281,-0.00163539,-0.0166289,-0.125571
8,-1.52013,0.0101323,0.00885594,-0.12471
9,-1.31744,0.0192292,0.0339245,-0.121735
10,-1.11476,0.0333553,0.0582031,-0.116406
11,-0.912075,0.053643,0.0811115,-0.107589
12,-0.709392,0.164212,0.101816,-0.0855113
13,-0.506708,0.156852,0.115775,-0.0529742
14,-0.304025,0.112975,0.12329,-0.0256295
15,-0.101342,0.0699636,0.126164,-0.00709023
16,0.101342,0.0699636,0.126164,0.00709023
17,0.304025,0.112975,0.12329,0.0256295
18,0.506708,0.156852,0.115775,0.0529742
19,0.709392,0.164212,0.101816,0.0855113
20,0.912075,0.053643,0.0811115,0.107589
21,1.11476,0.0333553,0.0582031,0.116406
22,1.31744,0.0192292,0.0339245,0.121735
23,1.52013,0.0101323,0.00885594,0.12471
24,1.72281,-0.00163539,-0.0166289,0.125571
25,1.92549,-0.0168921,-0.0420465,0.123694
26,2.12818,-0.00861762,-0.0667702,0.121108
27,2.33086,-0.0534703,-0.0911398,0.114816
28,2.53354,-0.279555,-0.113313,0.081067
29,2.73623,-0.147754,-0.124002,0.0377628
30,2.93891,-0.0729913,-0.128621,0.0153921
31,3.14159,-0.0788922,-0.130241,1.8487e-15
