j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.12265,0.141115,-1.16399e-15
1,-2.93891,0.125036,0.138596,0.0251009
2,-2.73623,0.133449,0.13094,0.0512963
3,-2.53354,0.135986,0.117802,0.0786013
4,-2.33086,0.0933225,0.0990775,0.10184
5,-2.12818,0.0657219,0.0765194,0.117958
6,-1.92549,0.0529787,0.0512614,0.129987
7,-1.72281,0.0281793,0.023827,0.138212
8,-1.52013,0.00192311,-0.00476503,0.141262
9,-1.31744,-0.0245339,-0.033436,0.138971
10,-1.11476,-0.0495428,-0.0610992,0.131464
11,-0.912075,-0.0709774,-0.0867271,0.11925
12,-0.709392,-0.0865153,-0.109439,0.103289
13,-0.506708,-0.173606,-0.128597,0.0769283
14,-0.304025,-0.150643,-0.140623,0.0440683
15,-0.101342,-0.142103,-0.146461,0.0144009
16,0.101342,-0.142103,-0.146461,-0.0144009
17,0.304025,-0.150643,-0.140623,-0.0440683
18,0.506708,-0.173606,-0.128597,-0.0769283
19,0.709392,-0.0865153,-0.109439,-0.103289
20,0.912075,-0.0709774,-0.0867271,-0.11925
21,1.11476,-0.0495428,-0.0610992,-0.131464
22,1.31744,-0.0245339,-0.033436,-0.138971
23,1.52013,0.00192311,-0.00476503,-0.141262
24,1.72281,0.0281793,0.023827,-0.138212
25,1.92549,0.0529787,0.0512614,-0.129987
26,2.12818,0.0657219,0.0765194,-0.117958
27,2.33086,0.0933225,0.0990775,-0.10184
28,2.53354,0.135986,0.117802,-0.0786013
29,2.73623,0.133449,0.13094,-0.0512963
30,2.93891,0.125036,0.138596,-0.0251009
31,3.14159,0.12265,0.141115,-1.16399e-15
