j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.00104685,0.000400075,1.42825e-16
1,-2.93891,0.00104666,0.000378573,0.000212159
2,-2.73623,0.00104997,0.000314073,0.000424635
3,-2.53354,0.00100995,0.00020644,0.000633392
4,-2.33086,0.00127688,5.7317e-05,0.000865144
5,-2.12818,0.000895823,-0.000144261,0.00108533
6,-1.92549,-0.00261625,-0.000382639,0.000910978
7,-1.72281,-0.00345879,-0.000513541,0.000295324
8,-1.52013,-0.000349273,-0.000502354,-9.05919e-05
9,-1.31744,-0.00428763,-0.000476818,-0.000560503
10,-1.11476,-0.00101799,-0.000275144,-0.00109818
11,-0.912075,0.00183712,-3.16511e-05,-0.00101517
12,-0.709392,0.000941875,0.000136372,-0.000733543
13,-0.506708,0.00105497,0.000265703,-0.000531179
14,-0.304025,0.0010464,0.000351695,-0.000318223
15,-0.101342,0.00104685,0.0003947,-0.00010609
16,0.101342,0.00104685,0.0003947,0.00010609
17,0.304025,0.0010464,0.000351695,0.000318223
18,0.506708,0.00105497,0.000265703,0.000531179
19,0.709392,0.000941875,0.000136372,0.000733543
20,0.912075,0.00183712,-3.16511e-05,0.00101517
21,1.11476,-0.00101799,-0.000275144,0.00109818
22,1.31744,-0.00428763,-0.000476818,0.000560503
23,1.52013,-0.000349273,-0.000502354,9.05919e-05
24,1.72281,-0.00345879,-0.000513541,-0.000295324
25,1.92549,-0.00261625,-0.000382639,-0.000910978
26,2.12818,0.000895823,-0.000144261,-0.00108533
27,2.33086,0.00127688,5.7317e-05,-0.000865144
28,2.53354,0.00100995,0.00020644,-0.000633392
29,2.73623,0.00104997,0.000314073,-0.000424635
30,2.93891,0.00104666,0.000378573,-0.000212159
31,3.14159,0.00104685,0.000400075,1.42825e-16
