j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.143225,-0.145851,1.36941e-16
1,-2.93891,-0.137979,-0.142909,-0.0284977
2,-2.73623,-0.180345,-0.134299,-0.0607572
3,-2.53354,-0.116891,-0.11828,-0.0908795
4,-2.33086,-0.0787245,-0.0974593,-0.110704
5,-2.12818,-0.0615289,-0.0734045,-0.124917
6,-1.92549,-0.0377546,-0.0468221,-0.134979
7,-1.72281,-0.0118957,-0.0186887,-0.14001
8,-1.52013,0.0142273,0.00993343,-0.139774
9,-1.31744,0.0403607,0.0379711,-0.134242
10,-1.11476,0.0651424,0.0643507,-0.12355
11,-0.912075,0.0871573,0.0880542,-0.108116
12,-0.709392,0.105598,0.108177,-0.0885816
13,-0.506708,0.119915,0.123962,-0.0657277
14,-0.304025,0.129688,0.134821,-0.0404326
15,-0.101342,0.134642,0.140352,-0.0136449
16,0.101342,0.134642,0.140352,0.0136449
17,0.304025,0.129688,0.134821,0.0404326
18,0.506708,0.119915,0.123962,0.0657277
19,0.709392,0.105598,0.108177,0.0885816
20,0.912075,0.0871573,0.0880542,0.108116
21,1.11476,0.0651424,0.0643507,0.12355
22,1.31744,0.0403607,0.0379711,0.134242
23,1.52013,0.0142273,0.00993343,0.139774
24,1.72281,-0.0118957,-0.0186887,0.14001
25,1.92549,-0.0377546,-0.0468221,0.134979
26,2.12818,-0.0615289,-0.0734045,0.124917
27,2.33086,-0.0787245,-0.0974593,0.110704
28,2.53354,-0.116891,-0.11828,0.0908795
29,2.73623,-0.180345,-0.134299,0.0607572
30,2.93891,-0.137979,-0.142909,0.0284977
31,3.14159,-0.143225,-0.145851,1.36941e-16
