j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.000271253,8.32161e-05,1.29686e-15
1,-2.93891,0.000271173,7.76445e-05,5.49704e-05
2,-2.73623,0.000272826,6.0933e-05,0.0001101
3,-2.53354,0.000248468,3.30136e-05,0.000162929
4,-2.33086,0.000456297,-5.11302e-06,0.000234351
5,-2.12818,-0.000108567,-6.19845e-05,0.000269591
6,-1.92549,-0.0028296,-0.000114396,-2.81684e-05
7,-1.72281,-0.000425961,-5.0566e-05,-0.000358093
8,-1.52013,0.00518264,3.07628e-05,0.000123958
9,-1.31744,-0.00309976,-0.000100814,0.000335041
10,-1.11476,-0.00199521,-0.000105052,-0.000181292
11,-0.912075,0.000866317,-2.73245e-05,-0.000295697
12,-0.709392,0.000208155,1.48139e-05,-0.000186808
13,-0.506708,0.000275273,4.84011e-05,-0.000137816
14,-0.304025,0.000271069,7.068e-05,-8.24492e-05
15,-0.101342,0.000271254,8.18233e-05,-2.74893e-05
16,0.101342,0.000271254,8.18233e-05,2.74893e-05
17,0.304025,0.000271069,7.068e-05,8.24492e-05
18,0.506708,0.000275273,4.84011e-05,0.000137816
19,0.709392,0.000208155,1.48139e-05,0.000186808
20,0.912075,0.000866317,-2.73245e-05,0.000295697
21,1.11476,-0.00199521,-0.000105052,0.000181292
22,1.31744,-0.00309976,-0.000100814,-0.000335041
23,1.52013,0.00518264,3.07628e-05,-0.000123958
24,1.72281,-0.000425961,-5.0566e-05,0.000358093
25,1.92549,-0.0028296,-0.000114396,2.81684e-05
26,2.12818,-0.000108567,-6.19845e-05,-0.000269591
27,2.33086,0.000456297,-5.11302e-06,-0.000234351
28,2.53354,0.000248468,3.30136e-05,-0.000162929
29,2.73623,0.000272826,6.0933e-05,-0.0001101
30,2.93891,0.000271173,7.76445e-05,-5.49704e-05
31,3.14159,0.000271253,8.32161e-05,1.29686e-15
