j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.0501195,-0.0552659,7.0182e-16
1,-2.93891,-0.049118,-0.0542364,-0.0100569
2,-2.73623,-0.0461522,-0.0511891,-0.0197117
3,-2.53354,-0.0413294,-0.0462459,-0.0285773
4,-2.33086,-0.0628748,-0.0396048,-0.0391375
5,-2.12818,-0.0406086,-0.0303809,-0.0496247
6,-1.92549,-0.012428,-0.0194886,-0.0549995
7,-1.72281,-0.00260439,-0.00808589,-0.0565229
8,-1.52013,0.00718958,0.00342386,-0.0560582
9,-1.31744,0.0169629,0.0146383,-0.0536106
10,-1.11476,0.0263392,0.0251558,-0.0492223
11,-0.912075,0.0348154,0.0345913,-0.0430248
12,-0.709392,0.042023,0.0425966,-0.0352378
13,-0.506708,0.0476855,0.0488756,-0.0261466
14,-0.304025,0.0515856,0.0531956,-0.0160863
15,-0.101342,0.0535738,0.0553964,-0.00542926
16,0.101342,0.0535738,0.0553964,0.00542926
17,0.304025,0.0515856,0.0531956,0.0160863
18,0.506708,0.0476855,0.0488756,0.0261466
19,0.709392,0.042023,0.0425966,0.0352378
20,0.912075,0.0348154,0.0345913,0.0430248
21,1.11476,0.0263392,0.0251558,0.0492223
22,1.31744,0.0169629,0.0146383,0.0536106
23,1.52013,0.00718958,0.00342386,0.0560582
24,1.72281,-0.00260439,-0.00808589,0.0565229
25,1.92549,-0.012428,-0.0194886,0.0549995
26,2.12818,-0.0406086,-0.0303809,0.0496247
27,2.33086,-0.0628748,-0.0396048,0.0391375
28,2.53354,-0.0413294,-0.0462459,0.0285773
29,2.73623,-0.0461522,-0.0511891,0.0197117
30,2.93891,-0.049118,-0.0542364,0.0100569
31,3.14159,-0.0501195,-0.0552659,7.0182e-16
