j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.0159889,0.0792654,8.90114e-16
1,-2.93891,0.0465183,0.078937,0.00633458
2,-2.73623,0.0803648,0.0766975,0.0191931
3,-2.53354,0.139628,0.0711567,0.0414876
4,-2.33086,0.0908844,0.0598799,0.0648481
5,-2.12818,0.0209308,0.0448694,0.0761796
6,-1.92549,0.00670171,0.0289992,0.07898
7,-1.72281,0.00247028,0.0128536,0.0799095
8,-1.52013,0.00233401,-0.00339349,0.0803964
9,-1.31744,-0.00656313,-0.0197364,0.0799678
10,-1.11476,-0.0128582,-0.0358098,0.0779996
11,-0.912075,-0.0149882,-0.0513549,0.0751776
12,-0.709392,-0.143702,-0.0662843,0.0590956
13,-0.506708,-0.100628,-0.0753103,0.0343347
14,-0.304025,-0.078009,-0.0802024,0.0162313
15,-0.101342,-0.0410775,-0.0818899,0.00416287
16,0.101342,-0.0410775,-0.0818899,-0.00416287
17,0.304025,-0.078009,-0.0802024,-0.0162313
18,0.506708,-0.100628,-0.0753103,-0.0343347
19,0.709392,-0.143702,-0.0662843,-0.0590956
20,0.912075,-0.0149882,-0.0513549,-0.0751776
21,1.11476,-0.0128582,-0.0358098,-0.0779996
22,1.31744,-0.00656313,-0.0197364,-0.0799678
23,1.52013,0.00233401,-0.00339349,-0.0803964
24,1.72281,0.00247028,0.0128536,-0.0799095
25,1.92549,0.00670171,0.0289992,-0.07898
26,2.12818,0.0209308,0.0448694,-0.0761796
27,2.33086,0.0908844,0.0598799,-0.0648481
28,2.53354,0.139628,0.0711567,-0.0414876
29,2.73623,0.0803648,0.0766975,-0.0191931
30,2.93891,0.0465183,0.078937,-0.00633458
31,3.14159,0.0159889,0.0792654,8.90114e-16
