j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.117563,-0.135922,1.09552e-15
1,-2.93891,-0.119569,-0.133507,-0.0240314
2,-2.73623,-0.173185,-0.12618,-0.0536996
3,-2.53354,-0.149943,-0.111739,-0.0864458
4,-2.33086,-0.0499614,-0.091138,-0.106704
5,-2.12818,-0.0475648,-0.0684846,-0.116588
6,-1.92549,-0.041457,-0.0438772,-0.12561
7,-1.72281,-0.0138316,-0.0175667,-0.131213
8,-1.52013,0.0144453,0.00931203,-0.13115
9,-1.31744,0.0415059,0.0355973,-0.12548
10,-1.11476,0.0642968,0.0601775,-0.114758
11,-0.912075,0.0641178,0.0821164,-0.101744
12,-0.709392,0.104243,0.101421,-0.0846822
13,-0.506708,0.125002,0.116444,-0.0614501
14,-0.304025,0.114603,0.126331,-0.037168
15,-0.101342,0.126078,0.13151,-0.012777
16,0.101342,0.126078,0.13151,0.012777
17,0.304025,0.114603,0.126331,0.037168
18,0.506708,0.125002,0.116444,0.0614501
19,0.709392,0.104243,0.101421,0.0846822
20,0.912075,0.0641178,0.0821164,0.101744
21,1.11476,0.0642968,0.0601775,0.114758
22,1.31744,0.0415059,0.0355973,0.12548
23,1.52013,0.0144453,0.00931203,0.13115
24,1.72281,-0.0138316,-0.0175667,0.131213
25,1.92549,-0.041457,-0.0438772,0.12561
26,2.12818,-0.0475648,-0.0684846,0.116588
27,2.33086,-0.0499614,-0.091138,0.106704
28,2.53354,-0.149943,-0.111739,0.0864458
29,2.73623,-0.173185,-0.12618,0.0536996
30,2.93891,-0.119569,-0.133507,0.0240314
31,3.14159,-0.117563,-0.135922,1.09552e-15
