j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.046428,-0.0928224,5.13527e-16
1,-2.93891,-0.0398557,-0.0918687,-0.00874414
2,-2.73623,-0.109227,-0.0892778,-0.0238525
3,-2.53354,-0.175666,-0.0821997,-0.052724
4,-2.33086,-0.100691,-0.0679052,-0.0807306
5,-2.12818,-0.00126407,-0.0494742,-0.0910629
6,-1.92549,-0.00375172,-0.0309913,-0.0915712
7,-1.72281,0.00571644,-0.0123543,-0.0913721
8,-1.52013,0.00521351,0.00604788,-0.0902644
9,-1.31744,0.00430574,0.0242359,-0.0892997
10,-1.11476,0.0184496,0.042247,-0.0869937
11,-0.912075,0.0426005,0.0595002,-0.0808068
12,-0.709392,0.14257,0.0750034,-0.0620413
13,-0.506708,0.125787,0.0846497,-0.0348456
14,-0.304025,0.0759312,0.0891287,-0.0144031
15,-0.101342,0.0330967,0.0904883,-0.00335407
16,0.101342,0.0330967,0.0904883,0.00335407
17,0.304025,0.0759312,0.0891287,0.0144031
18,0.506708,0.125787,0.0846497,0.0348456
19,0.709392,0.14257,0.0750034,0.0620413
20,0.912075,0.0426005,0.0595002,0.0808068
21,1.11476,0.0184496,0.042247,0.0869937
22,1.31744,0.00430574,0.0242359,0.0892997
23,1.52013,0.00521351,0.00604788,0.0902644
24,1.72281,0.00571644,-0.0123543,0.0913721
25,1.92549,-0.00375172,-0.0309913,0.0915712
26,2.12818,-0.00126407,-0.0494742,0.0910629
27,2.33086,-0.100691,-0.0679052,0.0807306
28,2.53354,-0.175666,-0.0821997,0.052724
29,2.73623,-0.109227,-0.0892778,0.0238525
30,2.93891,-0.0398557,-0.0918687,0.00874414
31,3.14159,-0.046428,-0.0928224,5.13527e-16
