j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.00150296,-0.000645153,1.25199e-15
1,-2.93891,-0.00159225,-0.000614282,-0.000313674
2,-2.73623,-0.0014212,-0.000518,-0.000619063
3,-2.53354,-0.00131014,-0.000363335,-0.000895861
4,-2.33086,-0.00267237,-0.000154848,-0.00129946
5,-2.12818,-0.00254493,0.000163421,-0.00182819
6,-1.92549,0.00137186,0.000586238,-0.00194707
7,-1.72281,0.00579837,0.000952697,-0.00122042
8,-1.52013,0.0102069,0.00108096,0.000401574
9,-1.31744,0.00294125,0.000789912,0.00173403
10,-1.11476,-0.000402305,0.00037804,0.00199133
11,-0.912075,-0.00342853,-1.73051e-05,0.0016031
12,-0.709392,-0.00201834,-0.000271805,0.00105111
13,-0.506708,-0.000954902,-0.00044339,0.000749796
14,-0.304025,-0.00172424,-0.000575747,0.000478287
15,-0.101342,-0.00149765,-0.000637271,0.000151775
16,0.101342,-0.00149765,-0.000637271,-0.000151775
17,0.304025,-0.00172424,-0.000575747,-0.000478287
18,0.506708,-0.000954902,-0.00044339,-0.000749796
19,0.709392,-0.00201834,-0.000271805,-0.00105111
20,0.912075,-0.00342853,-1.73051e-05,-0.0016031
21,1.11476,-0.000402305,0.00037804,-0.00199133
22,1.31744,0.00294125,0.000789912,-0.00173403
23,1.52013,0.0102069,0.00108096,-0.000401574
24,1.72281,0.00579837,0.000952697,0.00122042
25,1.92549,0.00137186,0.000586238,0.00194707
26,2.12818,-0.00254493,0.000163421,0.00182819
27,2.33086,-0.00267237,-0.000154848,0.00129946
28,2.53354,-0.00131014,-0.000363335,0.000895861
29,2.73623,-0.0014212,-0.000518,0.000619063
30,2.93891,-0.00159225,-0.000614282,0.000313674
31,3.14159,-0.00150296,-0.000645153,1.25199e-15
