j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.0874472,0.13916,-6.84703e-16
1,-2.93891,0.118773,0.137363,0.0208987
2,-2.73623,0.134486,0.130688,0.0465645
3,-2.53354,0.172043,0.118488,0.0776286
4,-2.33086,0.105101,0.0992198,0.105715
5,-2.12818,0.0409345,0.0756344,0.120514
6,-1.92549,0.0412641,0.0503674,0.128844
7,-1.72281,0.0281355,0.0234052,0.135878
8,-1.52013,0.00593314,-0.00471287,0.13933
9,-1.31744,-0.0258456,-0.0330746,0.137312
10,-1.11476,-0.048843,-0.0603746,0.129743
11,-0.912075,-0.0403091,-0.0856682,0.120708
12,-0.709392,-0.0862999,-0.109306,0.107877
13,-0.506708,-0.232468,-0.129398,0.0755729
14,-0.304025,-0.140516,-0.139941,0.0377741
15,-0.101342,-0.116112,-0.14471,0.011767
16,0.101342,-0.116112,-0.14471,-0.011767
17,0.304025,-0.140516,-0.139941,-0.0377741
18,0.506708,-0.232468,-0.129398,-0.0755729
19,0.709392,-0.0862999,-0.109306,-0.107877
20,0.912075,-0.0403091,-0.0856682,-0.120708
21,1.11476,-0.048843,-0.0603746,-0.129743
22,1.31744,-0.0258456,-0.0330746,-0.137312
23,1.52013,0.00593314,-0.00471287,-0.13933
24,1.72281,0.0281355,0.0234052,-0.135878
25,1.92549,0.0412641,0.0503674,-0.128844
26,2.12818,0.0409345,0.0756344,-0.120514
27,2.33086,0.105101,0.0992198,-0.105715
28,2.53354,0.172043,0.118488,-0.0776286
29,2.73623,0.134486,0.130688,-0.0465645
30,2.93891,0.118773,0.137363,-0.0208987
31,3.14159,0.0874472,0.13916,-6.84703e-16
