j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.00214589,0.000806933,-1.099e-15
1,-2.93891,0.00192878,0.000762856,0.000412934
2,-2.73623,0.00175152,0.000639543,0.000785901
3,-2.53354,0.00274786,0.000444278,0.00124188
4,-2.33086,0.00281414,0.000136128,0.00180554
5,-2.12818,0.000280331,-0.000287628,0.00211914
6,-1.92549,-0.0019369,-0.0007229,0.00195126
7,-1.72281,-0.00577742,-0.0010786,0.00116948
8,-1.52013,-0.00951138,-0.00119697,-0.000379918
9,-1.31744,-0.00339051,-0.000924597,-0.00168742
10,-1.11476,-0.000716628,-0.000512943,-0.00210364
11,-0.912075,0.0014157,-7.18499e-05,-0.0020328
12,-0.709392,0.00339098,0.000311085,-0.00154568
13,-0.506708,0.00222463,0.000554718,-0.000976586
14,-0.304025,0.00151827,0.000706961,-0.000597274
15,-0.101342,0.00218769,0.000796832,-0.000221705
16,0.101342,0.00218769,0.000796832,0.000221705
17,0.304025,0.00151827,0.000706961,0.000597274
18,0.506708,0.00222463,0.000554718,0.000976586
19,0.709392,0.00339098,0.000311085,0.00154568
20,0.912075,0.0014157,-7.18499e-05,0.0020328
21,1.11476,-0.000716628,-0.000512943,0.00210364
22,1.31744,-0.00339051,-0.000924597,0.00168742
23,1.52013,-0.00951138,-0.00119697,0.000379918
24,1.72281,-0.00577742,-0.0010786,-0.00116948
25,1.92549,-0.0019369,-0.0007229,-0.00195126
26,2.12818,0.000280331,-0.000287628,-0.00211914
27,2.33086,0.00281414,0.000136128,-0.00180554
28,2.53354,0.00274786,0.000444278,-0.00124188
29,2.73623,0.00175152,0.000639543,-0.000785901
30,2.93891,0.00192878,0.000762856,-0.000412934
31,3.14159,0.00214589,0.000806933,-1.099e-15
