j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.0791637,-0.0546456,6.84703e-17
1,-2.93891,-0.0662578,-0.0530196,-0.0147373
2,-2.73623,-0.0329167,-0.0486716,-0.0247878
3,-2.53354,-0.00647733,-0.0429715,-0.02878
4,-2.33086,-0.0368701,-0.0370052,-0.0331729
5,-2.12818,-0.0672734,-0.0295242,-0.043727
6,-1.92549,-0.0195213,-0.0192797,-0.052523
7,-1.72281,-0.00599886,-0.00823318,-0.0551092
8,-1.52013,0.00645002,0.00305976,-0.0550635
9,-1.31744,0.0181924,0.0140877,-0.0525662
10,-1.11476,0.0282343,0.0243683,-0.0478612
11,-0.912075,0.0360506,0.0334891,-0.0413465
12,-0.709392,0.0418612,0.0411288,-0.0334508
13,-0.506708,0.0459291,0.0470489,-0.0245539
14,-0.304025,0.0484789,0.0510822,-0.0149865
15,-0.101342,0.0497009,0.0531239,-0.00503678
16,0.101342,0.0497009,0.0531239,0.00503678
17,0.304025,0.0484789,0.0510822,0.0149865
18,0.506708,0.0459291,0.0470489,0.0245539
19,0.709392,0.0418612,0.0411288,0.0334508
20,0.912075,0.0360506,0.0334891,0.0413465
21,1.11476,0.0282343,0.0243683,0.0478612
22,1.31744,0.0181924,0.0140877,0.0525662
23,1.52013,0.00645002,0.00305976,0.0550635
24,1.72281,-0.00599886,-0.00823318,0.0551092
25,1.92549,-0.0195213,-0.0192797,0.052523
26,2.12818,-0.0672734,-0.0295242,0.043727
27,2.33086,-0.0368701,-0.0370052,0.0331729
28,2.53354,-0.00647733,-0.0429715,0.02878
29,2.73623,-0.0329167,-0.0486716,0.0247878
30,2.93891,-0.0662578,-0.0530196,0.0147373
31,3.14159,-0.0791637,-0.0546456,6.84703e-17
