j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.00183504,0.000704711,1.39508e-15
1,-2.93891,0.00163449,0.000667019,0.000351608
2,-2.73623,0.0012927,0.000562181,0.000648254
3,-2.53354,0.00226285,0.000404238,0.00100858
4,-2.33086,0.00301674,0.000153336,0.00154362
5,-2.12818,0.00104708,-0.000221495,0.00195546
6,-1.92549,-0.00143453,-0.000639341,0.00191619
7,-1.72281,-0.0057463,-0.000998256,0.00118847
8,-1.52013,-0.00982173,-0.00112111,-0.000389217
9,-1.31744,-0.00307072,-0.00084048,-0.00169576
10,-1.11476,-5.17962e-05,-0.000433704,-0.0020122
11,-0.912075,0.00205774,-2.48004e-05,-0.00180891
12,-0.709392,0.00321617,0.00029957,-0.00127445
13,-0.506708,0.00159228,0.000491818,-0.000787152
14,-0.304025,0.00119406,0.000618655,-0.00050478
15,-0.101342,0.00189345,0.000696439,-0.000191886
16,0.101342,0.00189345,0.000696439,0.000191886
17,0.304025,0.00119406,0.000618655,0.00050478
18,0.506708,0.00159228,0.000491818,0.000787152
19,0.709392,0.00321617,0.00029957,0.00127445
20,0.912075,0.00205774,-2.48004e-05,0.00180891
21,1.11476,-5.17962e-05,-0.000433704,0.0020122
22,1.31744,-0.00307072,-0.00084048,0.00169576
23,1.52013,-0.00982173,-0.00112111,0.000389217
24,1.72281,-0.0057463,-0.000998256,-0.00118847
25,1.92549,-0.00143453,-0.000639341,-0.00191619
26,2.12818,0.00104708,-0.000221495,-0.00195546
27,2.33086,0.00301674,0.000153336,-0.00154362
28,2.53354,0.00226285,0.000404238,-0.00100858
29,2.73623,0.0012927,0.000562181,-0.000648254
30,2.93891,0.00163449,0.000667019,-0.000351608
31,3.14159,0.00183504,0.000704711,1.39508e-15
