j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.0796069,0.102943,-1.88293e-15
1,-2.93891,0.103527,0.101308,0.0185591
2,-2.73623,0.0920025,0.0954195,0.0383743
3,-2.53354,0.111044,0.0857519,0.0589514
4,-2.33086,0.0605485,0.0715226,0.0763409
5,-2.12818,0.0262015,0.0548059,0.0851323
6,-1.92549,0.0443658,0.0370128,0.0922837
7,-1.72281,0.0323203,0.0173971,0.100055
8,-1.52013,0.00739438,-0.00354631,0.10408
9,-1.31744,-0.0260634,-0.0247935,0.102188
10,-1.11476,-0.0516733,-0.0449699,0.0943101
11,-0.912075,-0.029512,-0.0630236,0.0860826
12,-0.709392,-0.0903766,-0.079865,0.0739329
13,-0.506708,-0.109324,-0.0929936,0.0536949
14,-0.304025,-0.104101,-0.101631,0.0320661
15,-0.101342,-0.106157,-0.105992,0.0107581
16,0.101342,-0.106157,-0.105992,-0.0107581
17,0.304025,-0.104101,-0.101631,-0.0320661
18,0.506708,-0.109324,-0.0929936,-0.0536949
19,0.709392,-0.0903766,-0.079865,-0.0739329
20,0.912075,-0.029512,-0.0630236,-0.0860826
21,1.11476,-0.0516733,-0.0449699,-0.0943101
22,1.31744,-0.0260634,-0.0247935,-0.102188
23,1.52013,0.00739438,-0.00354631,-0.10408
24,1.72281,0.0323203,0.0173971,-0.100055
25,1.92549,0.0443658,0.0370128,-0.0922837
26,2.12818,0.0262015,0.0548059,-0.0851323
27,2.33086,0.0605485,0.0715226,-0.0763409
28,2.53354,0.111044,0.0857519,-0.0589514
29,2.73623,0.0920025,0.0954195,-0.0383743
30,2.93891,0.103527,0.101308,-0.0185591
31,3.14159,0.0796069,0.102943,-1.88293e-15
