j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.000106306,1.63695e-05,-5.82148e-17
1,-2.93891,0.00010624,1.41859e-05,2.15397e-05
2,-2.73623,0.000107664,7.63798e-06,4.32171e-05
3,-2.53354,8.57939e-05,-3.33284e-06,6.28224e-05
4,-2.33086,0.000281731,-1.78281e-05,0.000100068
5,-2.12818,-0.000306208,-4.38971e-05,9.75875e-05
6,-1.92549,-0.00284139,-5.73869e-05,-0.000221395
7,-1.72281,0.000200593,4.58491e-05,-0.000489017
8,-1.52013,0.00627135,0.000140845,0.00016686
9,-1.31744,-0.00282535,-2.17904e-05,0.000516083
10,-1.11476,-0.00216977,-6.83583e-05,9.86856e-06
11,-0.912075,0.000664192,-2.57908e-05,-0.000142709
12,-0.709392,4.9778e-05,-1.05087e-05,-7.03544e-05
13,-0.506708,0.000109766,2.72853e-06,-5.41859e-05
14,-0.304025,0.000106153,1.14565e-05,-3.23043e-05
15,-0.101342,0.000106306,1.58236e-05,-1.07733e-05
16,0.101342,0.000106306,1.58236e-05,1.07733e-05
17,0.304025,0.000106153,1.14565e-05,3.23043e-05
18,0.506708,0.000109766,2.72853e-06,5.41859e-05
19,0.709392,4.9778e-05,-1.05087e-05,7.03544e-05
20,0.912075,0.000664192,-2.57908e-05,0.000142709
21,1.11476,-0.00216977,-6.83583e-05,-9.86856e-06
22,1.31744,-0.00282535,-2.17904e-05,-0.000516083
23,1.52013,0.00627135,0.000140845,-0.00016686
24,1.72281,0.000200593,4.58491e-05,0.000489017
25,1.92549,-0.00284139,-5.73869e-05,0.000221395
26,2.12818,-0.000306208,-4.38971e-05,-9.75875e-05
27,2.33086,0.000281731,-1.78281e-05,-0.000100068
28,2.53354,8.57939e-05,-3.33284e-06,-6.28224e-05
29,2.73623,0.000107664,7.63798e-06,-4.32171e-05
30,2.93891,0.00010624,1.41859e-05,-2.15397e-05
31,3.14159,0.000106306,1.63695e-05,-5.82148e-17
