j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.104336,-0.142887,-4.10822e-16
1,-2.93891,-0.115291,-0.140744,-0.0222573
2,-2.73623,-0.197273,-0.133865,-0.053933
3,-2.53354,-0.172781,-0.118881,-0.0914349
4,-2.33086,-0.0598438,-0.0967999,-0.115009
5,-2.12818,-0.0418362,-0.0722602,-0.125314
6,-1.92549,-0.0339989,-0.0460018,-0.132999
7,-1.72281,-0.0113115,-0.0183468,-0.137591
8,-1.52013,0.0134045,0.00977297,-0.137379
9,-1.31744,0.0376292,0.0373421,-0.132207
10,-1.11476,0.0585017,0.0633653,-0.122465
11,-0.912075,0.0676997,0.0869853,-0.109675
12,-0.709392,0.122085,0.107824,-0.0904424
13,-0.506708,0.146216,0.123648,-0.0632523
14,-0.304025,0.121059,0.133465,-0.0361662
15,-0.101342,0.117908,0.138308,-0.011949
16,0.101342,0.117908,0.138308,0.011949
17,0.304025,0.121059,0.133465,0.0361662
18,0.506708,0.146216,0.123648,0.0632523
19,0.709392,0.122085,0.107824,0.0904424
20,0.912075,0.0676997,0.0869853,0.109675
21,1.11476,0.0585017,0.0633653,0.122465
22,1.31744,0.0376292,0.0373421,0.132207
23,1.52013,0.0134045,0.00977297,0.137379
24,1.72281,-0.0113115,-0.0183468,0.137591
25,1.92549,-0.0339989,-0.0460018,0.132999
26,2.12818,-0.0418362,-0.0722602,0.125314
27,2.33086,-0.0598438,-0.0967999,0.115009
28,2.53354,-0.172781,-0.118881,0.0914349
29,2.73623,-0.197273,-0.133865,0.053933
30,2.93891,-0.115291,-0.140744,0.0222573
31,3.14159,-0.104336,-0.142887,-4.10822e-16
