j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.0861101,0.139709,-6.84703e-16
1,-2.93891,0.117858,0.13794,0.0206705
2,-2.73623,0.135533,0.13133,0.0463496
3,-2.53354,0.17466,0.119152,0.077785
4,-2.33086,0.107224,0.0997985,0.106352
5,-2.12818,0.0412552,0.0760404,0.121399
6,-1.92549,0.0402604,0.0505875,0.12966
7,-1.72281,0.0272791,0.0234807,0.136504
8,-1.52013,0.00576623,-0.0047468,0.139853
9,-1.31744,-0.0253572,-0.0332111,0.137868
10,-1.11476,-0.0478363,-0.0606338,0.13045
11,-0.912075,-0.0403008,-0.0860913,0.121518
12,-0.709392,-0.087867,-0.109893,0.108529
13,-0.506708,-0.235291,-0.130086,0.0757801
14,-0.304025,-0.141373,-0.140612,0.0376082
15,-0.101342,-0.114865,-0.145331,0.0116406
16,0.101342,-0.114865,-0.145331,-0.0116406
17,0.304025,-0.141373,-0.140612,-0.0376082
18,0.506708,-0.235291,-0.130086,-0.0757801
19,0.709392,-0.087867,-0.109893,-0.108529
20,0.912075,-0.0403008,-0.0860913,-0.121518
21,1.11476,-0.0478363,-0.0606338,-0.13045
22,1.31744,-0.0253572,-0.0332111,-0.137868
23,1.52013,0.00576623,-0.0047468,-0.139853
24,1.72281,0.0272791,0.0234807,-0.136504
25,1.92549,0.0402604,0.0505875,-0.12966
26,2.12818,0.0412552,0.0760404,-0.121399
27,2.33086,0.107224,0.0997985,-0.106352
28,2.53354,0.17466,0.119152,-0.077785
29,2.73623,0.135533,0.13133,-0.0463496
30,2.93891,0.117858,0.13794,-0.0206705
31,3.14159,0.0861101,0.139709,-6.84703e-16
