j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.102069,-0.0837017,-1.71176e-16
1,-2.93891,-0.0903768,-0.0816052,-0.0195028
2,-2.73623,-0.0598435,-0.0757959,-0.0347263
3,-2.53354,-0.0516409,-0.0675283,-0.0460243
4,-2.33086,-0.0805581,-0.0571392,-0.0594216
5,-2.12818,-0.0426118,-0.0434407,-0.0719039
6,-1.92549,-0.0258892,-0.0279917,-0.0788459
7,-1.72281,-0.00806139,-0.0114792,-0.0822865
8,-1.52013,0.00901914,0.00536446,-0.0821894
9,-1.31744,0.0255387,0.0218376,-0.0786872
10,-1.11476,0.0403425,0.0372617,-0.0720107
11,-0.912075,0.0526195,0.0510284,-0.0625898
12,-0.709392,0.0623119,0.0626335,-0.0509425
13,-0.506708,0.0694789,0.0716788,-0.0375866
14,-0.304025,0.0741877,0.0778698,-0.0230271
15,-0.101342,0.0765176,0.0810132,-0.00775442
16,0.101342,0.0765176,0.0810132,0.00775442
17,0.304025,0.0741877,0.0778698,0.0230271
18,0.506708,0.0694789,0.0716788,0.0375866
19,0.709392,0.0623119,0.0626335,0.0509425
20,0.912075,0.0526195,0.0510284,0.0625898
21,1.11476,0.0403425,0.0372617,0.0720107
22,1.31744,0.0255387,0.0218376,0.0786872
23,1.52013,0.00901914,0.00536446,0.0821894
24,1.72281,-0.00806139,-0.0114792,0.0822865
25,1.92549,-0.0258892,-0.0279917,0.0788459
26,2.12818,-0.0426118,-0.0434407,0.0719039
27,2.33086,-0.0805581,-0.0571392,0.0594216
28,2.53354,-0.0516409,-0.0675283,0.0460243
29,2.73623,-0.0598435,-0.0757959,0.0347263
30,2.93891,-0.0903768,-0.0816052,0.0195028
31,3.14159,-0.102069,-0.0837017,-1.71176e-16
