j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.142828,-0.143886,-0
1,-2.93891,-0.136995,-0.140952,-0.0283577
2,-2.73623,-0.174893,-0.132391,-0.059965
3,-2.53354,-0.115869,-0.116644,-0.0894313
4,-2.33086,-0.0777297,-0.096138,-0.109051
5,-2.12818,-0.0612453,-0.0724386,-0.123135
6,-1.92549,-0.0376072,-0.0462232,-0.133153
7,-1.72281,-0.011881,-0.0184629,-0.138168
8,-1.52013,0.0140483,0.00978556,-0.137948
9,-1.31744,0.039946,0.0374569,-0.132477
10,-1.11476,0.0644384,0.0634872,-0.121898
11,-0.912075,0.0861271,0.0868703,-0.10664
12,-0.709392,0.104246,0.106715,-0.0873468
13,-0.506708,0.118283,0.122278,-0.0647952
14,-0.304025,0.12785,0.132981,-0.0398517
15,-0.101342,0.132695,0.138432,-0.0134476
16,0.101342,0.132695,0.138432,0.0134476
17,0.304025,0.12785,0.132981,0.0398517
18,0.506708,0.118283,0.122278,0.0647952
19,0.709392,0.104246,0.106715,0.0873468
20,0.912075,0.0861271,0.0868703,0.10664
21,1.11476,0.0644384,0.0634872,0.121898
22,1.31744,0.039946,0.0374569,0.132477
23,1.52013,0.0140483,0.00978556,0.137948
24,1.72281,-0.011881,-0.0184629,0.138168
25,1.92549,-0.0376072,-0.0462232,0.133153
26,2.12818,-0.0612453,-0.0724386,0.123135
27,2.33086,-0.0777297,-0.096138,0.109051
28,2.53354,-0.115869,-0.116644,0.0894313
29,2.73623,-0.174893,-0.132391,0.059965
30,2.93891,-0.136995,-0.140952,0.0283577
31,3.14159,-0.142828,-0.143886,-0
