j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.041711,0.00508192,1.00566e-15
1,-2.93891,-0.0188263,0.00593867,-0.00613496
2,-2.73623,0.00699417,0.00756882,-0.00733404
3,-2.53354,0.0658874,0.00891165,5.18963e-05
4,-2.33086,0.0434358,0.00754779,0.0111309
5,-2.12818,-0.00614004,0.00439956,0.0149105
6,-1.92549,-0.0177384,0.00150356,0.0124906
7,-1.72281,-0.0141104,-0.000663732,0.00926301
8,-1.52013,-0.0313626,-0.00225136,0.0046547
9,-1.31744,0.011288,-0.00255059,0.0026203
10,-1.11476,0.0219695,-0.00331354,0.00599068
11,-0.912075,-0.00875278,-0.00497901,0.00733008
12,-0.709392,-0.0205784,-0.00628491,0.00435761
13,-0.506708,-0.0261414,-0.00674544,-0.000377061
14,-0.304025,-0.0101031,-0.00613207,-0.00405014
15,-0.101342,0.0250342,-0.00510365,-0.002537
16,0.101342,0.0250342,-0.00510365,0.002537
17,0.304025,-0.0101031,-0.00613207,0.00405014
18,0.506708,-0.0261414,-0.00674544,0.000377061
19,0.709392,-0.0205784,-0.00628491,-0.00435761
20,0.912075,-0.00875278,-0.00497901,-0.00733008
21,1.11476,0.0219695,-0.00331354,-0.00599068
22,1.31744,0.011288,-0.00255059,-0.0026203
23,1.52013,-0.0313626,-0.00225136,-0.0046547
24,1.72281,-0.0141104,-0.000663732,-0.00926301
25,1.92549,-0.0177384,0.00150356,-0.0124906
26,2.12818,-0.00614004,0.00439956,-0.0149105
27,2.33086,0.0434358,0.00754779,-0.0111309
28,2.53354,0.0658874,0.00891165,-5.18963e-05
29,2.73623,0.00699417,0.00756882,0.00733404
30,2.93891,-0.0188263,0.00593867,0.00613496
31,3.14159,-0.041711,0.00508192,1.00566e-15
