j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.00170613,0.000657658,-1.30441e-15
1,-2.93891,0.00151316,0.000622613,0.000326248
2,-2.73623,0.00113791,0.000525407,0.000594912
3,-2.53354,0.00208445,0.000381456,0.000921471
4,-2.33086,0.00296958,0.000151874,0.00143366
5,-2.12818,0.00115878,-0.0001997,0.00185203
6,-1.92549,-0.00128393,-0.000598878,0.00183935
7,-1.72281,-0.00552965,-0.000945311,0.00114885
8,-1.52013,-0.00952568,-0.00106458,-0.000376884
9,-1.31744,-0.00289468,-0.000792535,-0.00163558
10,-1.11476,8.05017e-05,-0.000401571,-0.00192078
11,-0.912075,0.00211446,-1.39147e-05,-0.00169834
12,-0.709392,0.00308812,0.000286879,-0.0011711
13,-0.506708,0.00139459,0.00046081,-0.000716814
14,-0.304025,0.00107106,0.000577451,-0.000466941
15,-0.101342,0.00176826,0.000650092,-0.000179199
16,0.101342,0.00176826,0.000650092,0.000179199
17,0.304025,0.00107106,0.000577451,0.000466941
18,0.506708,0.00139459,0.00046081,0.000716814
19,0.709392,0.00308812,0.000286879,0.0011711
20,0.912075,0.00211446,-1.39147e-05,0.00169834
21,1.11476,8.05017e-05,-0.000401571,0.00192078
22,1.31744,-0.00289468,-0.000792535,0.00163558
23,1.52013,-0.00952568,-0.00106458,0.000376884
24,1.72281,-0.00552965,-0.000945311,-0.00114885
25,1.92549,-0.00128393,-0.000598878,-0.00183935
26,2.12818,0.00115878,-0.0001997,-0.00185203
27,2.33086,0.00296958,0.000151874,-0.00143366
28,2.53354,0.00208445,0.000381456,-0.000921471
29,2.73623,0.00113791,0.000525407,-0.000594912
30,2.93891,0.00151316,0.000622613,-0.000326248
31,3.14159,0.00170613,0.000657658,-1.30441e-15
