j,x_j,rho_j,phi_j,E_j
0,-3.14159,-0.124468,-0.114004,-1.36941e-15
1,-2.93891,-0.114806,-0.111448,-0.0242485
2,-2.73623,-0.0995914,-0.104175,-0.0459759
3,-2.53354,-0.115814,-0.0928104,-0.0678054
4,-2.33086,-0.0625759,-0.0766885,-0.0858837
5,-2.12818,-0.0526333,-0.057996,-0.0975592
6,-1.92549,-0.032225,-0.0371413,-0.106159
7,-1.72281,-0.0101566,-0.0149627,-0.110454
8,-1.52013,0.0115801,0.0076331,-0.11031
9,-1.31744,0.0329646,0.0297532,-0.105795
10,-1.11476,0.0526967,0.0505191,-0.0971144
11,-0.912075,0.0696663,0.0691201,-0.0847139
12,-0.709392,0.0834964,0.0848593,-0.0691922
13,-0.506708,0.0939994,0.0971683,-0.0512044
14,-0.304025,0.101049,0.105616,-0.0314379
15,-0.101342,0.104584,0.109912,-0.0105988
16,0.101342,0.104584,0.109912,0.0105988
17,0.304025,0.101049,0.105616,0.0314379
18,0.506708,0.0939994,0.0971683,0.0512044
19,0.709392,0.0834964,0.0848593,0.0691922
20,0.912075,0.0696663,0.0691201,0.0847139
21,1.11476,0.0526967,0.0505191,0.0971144
22,1.31744,0.0329646,0.0297532,0.105795
23,1.52013,0.0115801,0.0076331,0.11031
24,1.72281,-0.0101566,-0.0149627,0.110454
25,1.92549,-0.032225,-0.0371413,0.106159
26,2.12818,-0.0526333,-0.057996,0.0975592
27,2.33086,-0.0625759,-0.0766885,0.0858837
28,2.53354,-0.115814,-0.0928104,0.0678054
29,2.73623,-0.0995914,-0.104175,0.0459759
30,2.93891,-0.114806,-0.111448,0.0242485
31,3.14159,-0.124468,-0.114004,-1.36941e-15
