j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.034896,0.10022,-1.81446e-15
1,-2.93891,0.0670206,0.0995032,0.0103284
2,-2.73623,0.100869,0.0960332,0.0273426
3,-2.53354,0.157971,0.0884194,0.0535738
4,-2.33086,0.101919,0.0743161,0.0799115
5,-2.12818,0.0283699,0.0560259,0.0931152
6,-1.92549,0.0149388,0.0365703,0.0975041
7,-1.72281,0.00827215,0.016501,0.0998564
8,-1.52013,0.00306529,-0.00390814,0.101005
9,-1.31744,-0.0112878,-0.0244432,0.100172
10,-1.11476,-0.0215748,-0.0445146,0.0968417
11,-0.912075,-0.0233456,-0.0636996,0.0922894
12,-0.709392,-0.127676,-0.0819256,0.0769846
13,-0.506708,-0.15644,-0.0949066,0.0481918
14,-0.304025,-0.097816,-0.101461,0.0224251
15,-0.101342,-0.061733,-0.103997,0.00625613
16,0.101342,-0.061733,-0.103997,-0.00625613
17,0.304025,-0.097816,-0.101461,-0.0224251
18,0.506708,-0.15644,-0.0949066,-0.0481918
19,0.709392,-0.127676,-0.0819256,-0.0769846
20,0.912075,-0.0233456,-0.0636996,-0.0922894
21,1.11476,-0.0215748,-0.0445146,-0.0968417
22,1.31744,-0.0112878,-0.0244432,-0.100172
23,1.52013,0.00306529,-0.00390814,-0.101005
24,1.72281,0.00827215,0.016501,-0.0998564
25,1.92549,0.0149388,0.0365703,-0.0975041
26,2.12818,0.0283699,0.0560259,-0.0931152
27,2.33086,0.101919,0.0743161,-0.0799115
28,2.53354,0.157971,0.0884194,-0.0535738
29,2.73623,0.100869,0.0960332,-0.0273426
30,2.93891,0.0670206,0.0995032,-0.0103284
31,3.14159,0.034896,0.10022,-1.81446e-15
