j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.0895095,0.134902,-1.02705e-15
1,-2.93891,0.119315,0.133063,0.0211626
2,-2.73623,0.128649,0.126323,0.0462917
3,-2.53354,0.161394,0.114298,0.0756852
4,-2.33086,0.0969088,0.0956427,0.101862
5,-2.12818,0.039009,0.0730065,0.115636
6,-1.92549,0.0435861,0.0487677,0.124006
7,-1.72281,0.0302601,0.0227384,0.13149
8,-1.52013,0.00641056,-0.00453406,0.135206
9,-1.31744,-0.0268624,-0.0320698,0.133134
10,-1.11476,-0.0511397,-0.0585021,0.125229
11,-0.912075,-0.039407,-0.0828335,0.116053
12,-0.709392,-0.0807948,-0.105546,0.103871
13,-0.506708,-0.221383,-0.124939,0.0732482
14,-0.304025,-0.132908,-0.135238,0.0373438
15,-0.101342,-0.117793,-0.140077,0.0119374
16,0.101342,-0.117793,-0.140077,-0.0119374
17,0.304025,-0.132908,-0.135238,-0.0373438
18,0.506708,-0.221383,-0.124939,-0.0732482
19,0.709392,-0.0807948,-0.105546,-0.103871
20,0.912075,-0.039407,-0.0828335,-0.116053
21,1.11476,-0.0511397,-0.0585021,-0.125229
22,1.31744,-0.0268624,-0.0320698,-0.133134
23,1.52013,0.00641056,-0.00453406,-0.135206
24,1.72281,0.0302601,0.0227384,-0.13149
25,1.92549,0.0435861,0.0487677,-0.124006
26,2.12818,0.039009,0.0730065,-0.115636
27,2.33086,0.0969088,0.0956427,-0.101862
28,2.53354,0.161394,0.114298,-0.0756852
29,2.73623,0.128649,0.126323,-0.0462917
30,2.93891,0.119315,0.133063,-0.0211626
31,3.14159,0.0895095,0.134902,-1.02705e-15
