j,x_j,rho_j,phi_j,E_j
0,-3.14159,0.115595,0.114053,-1.16399e-15
1,-2.93891,0.109572,0.111679,0.0228188
2,-2.73623,0.0989925,0.104803,0.0439552
3,-2.53354,0.0954858,0.0938611,0.0636639
4,-2.33086,0.0673199,0.0789962,0.0801629
5,-2.12818,0.0570612,0.0613658,0.0927679
6,-1.92549,0.0510189,0.0413912,0.103721
7,-1.72281,0.0271522,0.0193207,0.111643
8,-1.52013,0.00268637,-0.00386514,0.114667
9,-1.31744,-0.0218351,-0.0271614,0.112726
10,-1.11476,-0.0448387,-0.0495606,0.105969
11,-0.912075,-0.0629576,-0.0701178,0.0950451
12,-0.709392,-0.0846038,-0.0880887,0.080091
13,-0.506708,-0.121081,-0.102584,0.0592466
14,-0.304025,-0.107465,-0.112105,0.0360854
15,-0.101342,-0.124306,-0.117212,0.0125973
16,0.101342,-0.124306,-0.117212,-0.0125973
17,0.304025,-0.107465,-0.112105,-0.0360854
18,0.506708,-0.121081,-0.102584,-0.0592466
19,0.709392,-0.0846038,-0.0880887,-0.080091
20,0.912075,-0.0629576,-0.0701178,-0.0950451
21,1.11476,-0.0448387,-0.0495606,-0.105969
22,1.31744,-0.0218351,-0.0271614,-0.112726
23,1.52013,0.00268637,-0.00386514,-0.114667
24,1.72281,0.0271522,0.0193207,-0.111643
25,1.92549,0.0510189,0.0413912,-0.103721
26,2.12818,0.0570612,0.0613658,-0.0927679
27,2.33086,0.0673199,0.0789962,-0.0801629
28,2.53354,0.0954858,0.0938611,-0.0636639
29,2.73623,0.0989925,0.104803,-0.0439552
30,2.93891,0.109572,0.111679,-0.0228188
31,3.14159,0.115595,0.114053,-1.16399e-15
